handle,num_posts,followers,following,created_at,is_recent_account,is_following_ratio_high,has_duplicate_posts
techatualiza.bsky.social,5,171,563,2025-06-18T13:39:06.143Z,False,False,False
gabidanaan.bsky.social,2,855,599,2024-09-01T01:24:06.497Z,False,False,False
beneviani.bsky.social,4,617,395,2024-04-11T11:27:48.458Z,False,False,False
mirnaras.bsky.social,1,273,550,2023-07-24T12:18:39.195Z,False,False,False
isabookstan.bsky.social,1,610,528,2024-09-02T21:16:49.700Z,False,False,False
diogo.win,1,38,36,2024-04-14T21:13:51.810Z,False,False,False
ronraifreitas.bsky.social,1,2631,2544,2024-08-30T23:10:55.385Z,False,False,False
gambiarraddiabo.bsky.social,3,324,193,2024-08-31T03:19:59.896Z,False,False,False
nononoelle.bsky.social,1,391,312,2024-04-07T20:44:11.299Z,False,False,False
killthelightsv.bsky.social,1,34,32,2023-12-24T13:19:01.497Z,False,False,False
maimalato.bsky.social,1,254,504,2023-08-08T21:14:26.040Z,False,False,False
martabzs.bsky.social,1,49,49,2023-11-18T14:47:20.223Z,False,False,False
ilustralu.bsky.social,1,13221,463,2023-06-26T14:14:32.525Z,False,False,False
fadafabulosa.bsky.social,1,395,796,2024-08-29T20:39:53.223Z,False,False,False
kani.art.br,1,6373,974,2023-08-30T16:35:06.024Z,False,False,False
pedroalbano.bsky.social,1,65,84,2024-08-31T22:17:07.604Z,False,False,False
maizherla.bsky.social,2,142,334,2024-08-29T23:49:54.528Z,False,False,False
bardorodrigosantos.bsky.social,1,878,556,2024-04-11T23:42:17.772Z,False,False,False
neotemakinista.bsky.social,2,342,543,2023-07-24T13:05:04.004Z,False,False,False
elfvunk.bsky.social,1,1400,795,2023-07-11T15:17:45.133Z,False,False,False
lunna.bsky.social,7,3002,468,2023-04-14T17:30:29.393Z,False,False,False
laranjma.bsky.social,2,107,397,2023-07-17T00:46:19.926Z,False,False,False
cacobrasil2.bsky.social,13,3532,4673,2024-09-01T00:59:11.208Z,False,False,True
theomarques.com.br,3,1407,442,2023-07-03T10:52:18.287Z,False,False,False
selmaalves.bsky.social,1,53,63,2025-03-01T21:59:25.045Z,False,False,False
glauberge.bsky.social,4,365,155,2023-08-19T00:48:05.085Z,False,False,False
manorsp.bsky.social,2,35,27,2024-09-06T00:00:49.936Z,False,False,False
paulosraposo.bsky.social,1,38,48,2024-09-10T10:50:07.018Z,False,False,False
netod20.bsky.social,1,1113,2235,2023-08-04T17:51:41.472Z,False,False,False
ferumaisdezoito.bsky.social,1,415,282,2024-12-23T04:11:28.044Z,False,False,False
ludmillafadel.bsky.social,3,118,68,2025-05-09T22:18:04.840Z,False,False,False
daandy.woke.cat,1,378,508,2024-09-02T16:53:27.899Z,False,False,False
rakato.bsky.social,2,156,229,2023-07-26T18:37:07.729Z,False,False,False
wanessacamargos10.bsky.social,3,686,595,2024-04-09T22:26:20.591Z,False,False,False
marthadipaula2021.bsky.social,1,176,134,2024-08-29T03:09:31.819Z,False,False,False
melissamol.bsky.social,4,4250,3616,2024-04-09T10:33:42.805Z,False,False,False
intoxxico.bsky.social,3,94,108,2024-08-31T02:11:07.120Z,False,False,False
choikang.bsky.social,2,188,102,2024-04-07T19:22:29.721Z,False,False,False
n4lb3rtg.bsky.social,1,28,37,2024-08-30T17:31:46.335Z,False,False,False
jesrael-nunes.bsky.social,1,102,143,2024-04-07T21:28:26.678Z,False,False,False
inaiaraiani.bsky.social,1,19,11,2023-09-03T20:09:35.657Z,False,False,False
artevillar.bsky.social,2,32126,599,2023-04-19T23:46:31.997Z,False,False,False
comradsig.bsky.social,1,102,124,2024-08-29T22:47:04.124Z,False,False,False
seuguilherme.bsky.social,1,217,234,2024-09-01T01:45:50.498Z,False,False,False
malafaia.bsky.social,1,206,351,2023-07-03T05:21:04.672Z,False,False,False
hyungwon.writes.fyi,2,728,450,2023-07-03T14:38:20.826Z,False,False,False
mcantuaria.bsky.social,2,1488,334,2023-05-28T17:54:38.700Z,False,False,False
umbralopenbar.bsky.social,2,159,231,2024-12-27T10:44:08.644Z,False,False,False
cevezito.bsky.social,1,1579,278,2023-05-04T21:15:29.627Z,False,False,False
eu-com-isso-psi.bsky.social,1,130,432,2025-03-26T13:36:34.195Z,False,False,False
mariahopee.bsky.social,2,140,108,2024-09-11T05:28:03.419Z,False,False,False
mornietari.bsky.social,2,1368,1033,2023-06-08T02:07:31.232Z,False,False,False
nowbreezing.ntw.app,35,13303,8,2023-05-23T20:37:36.553Z,False,False,False
ndreh.bsky.social,1,127,218,2023-09-12T12:38:53.528Z,False,False,False
catsyart.bsky.social,1,64,142,2023-07-03T17:40:53.798Z,False,False,False
aerojaded.bsky.social,2,2404,795,2023-05-22T23:41:22.495Z,False,False,False
jacksontome.bsky.social,6,3899,4102,2024-04-11T17:43:51.221Z,False,False,False
radekllundain.bsky.social,1,1032,406,2023-07-29T15:26:19.672Z,False,False,False
themczanini.bsky.social,1,431,607,2023-09-11T23:28:23.847Z,False,False,False
accolmorgn.bsky.social,1,1465,480,2024-08-30T00:29:50.320Z,False,False,False
anadilua.bsky.social,1,902,298,2024-08-30T21:22:37.743Z,False,False,False
nanamelon.bsky.social,1,2249,1241,2023-06-26T02:18:17.869Z,False,False,False
luneholic.bsky.social,4,441,323,2023-05-14T02:15:37.261Z,False,False,True
rafaelpelluso.bsky.social,1,822,862,2023-07-13T20:17:23.859Z,False,False,False
awamaia.com.br,2,495,247,2023-04-19T20:22:27.957Z,False,False,False
hateliih.bsky.social,4,139,78,2023-07-03T03:46:36.079Z,False,False,False
caduardos.bsky.social,1,1437,667,2023-06-10T16:42:28.088Z,False,False,False
juzinhamorrison.bsky.social,1,331,857,2023-09-02T15:45:06.403Z,False,False,False
alicemattosovc.bsky.social,1,108,75,2025-01-13T16:59:53.142Z,False,False,False
obrunoantonucci.bsky.social,3,918,521,2023-06-16T13:43:53.904Z,False,False,False
soucarolo.bsky.social,2,102,177,2023-06-03T20:25:01.284Z,False,False,False
sheilaalmendros.bsky.social,1,456,292,2023-04-11T11:59:46.209Z,False,False,False
marcosvp.bsky.social,2,256,316,2023-07-03T08:45:42.392Z,False,False,False
noserindenadie.bsky.social,1,100,106,2023-06-29T18:48:24.853Z,False,False,False
meninadoslivro.bsky.social,2,286,271,2024-08-29T20:45:31.524Z,False,False,False
caiobitencourt.bsky.social,2,3210,1244,2023-04-12T21:53:32.661Z,False,False,False
nimwen.bsky.social,3,459,979,2023-08-10T15:49:50.631Z,False,False,False
dafneperola.bsky.social,1,1244,1421,2024-04-14T10:52:01.382Z,False,False,False
tatianaleite.bsky.social,5,413,157,2023-06-13T17:45:43.124Z,False,False,False
capivarama.bsky.social,7,1158,515,2023-04-29T20:08:14.439Z,False,False,False
joulee.bsky.social,2,2668,936,2023-05-10T17:31:27.617Z,False,False,False
marcoslauro.bsky.social,2,603,154,2023-06-27T12:24:32.090Z,False,False,False
perobense.bsky.social,1,1188,627,2023-07-03T12:37:47.091Z,False,False,False
fleetingrain.bsky.social,1,192,236,2023-09-20T15:44:13.590Z,False,False,False
rainha.bsky.social,3,5757,337,2023-07-03T17:58:22.706Z,False,False,False
biancamuniz.bsky.social,1,1099,347,2023-05-12T10:11:38.568Z,False,False,False
whatjami.bsky.social,2,217,247,2024-08-31T20:27:50.897Z,False,False,False
woetter.bsky.social,3,1430,1381,2023-04-25T22:10:41.049Z,False,False,False
gleicizerbinatti.bsky.social,2,560,631,2024-09-02T16:34:31.605Z,False,False,False
alanguedes.bsky.social,1,1443,331,2023-08-25T22:18:05.893Z,False,False,False
guimoire.bsky.social,1,1684,2337,2023-07-18T23:40:57.336Z,False,False,False
betosalesrio.bsky.social,1,1108,709,2024-08-30T22:58:49.185Z,False,False,False
willisbronson.bsky.social,1,80,95,2024-09-03T21:37:18.808Z,False,False,False
lutian.bsky.social,1,26,29,2024-04-09T21:12:33.876Z,False,False,False
natasoares.bsky.social,1,112,213,2023-07-15T07:50:13.200Z,False,False,False
denisevoss.bsky.social,1,470,282,2024-04-10T18:33:49.372Z,False,False,False
fransuenia.bsky.social,1,137,119,2023-07-01T18:18:12.044Z,False,False,False
poprockcolor.bsky.social,1,158,137,2024-09-07T17:01:57.418Z,False,False,False
lisi.bsky.social,1,62,54,2023-07-28T20:13:03.449Z,False,False,False
petersonizidoro.bsky.social,1,29,35,2024-04-13T05:58:03.471Z,False,False,False
hologram4.bsky.social,1,96,176,2023-12-01T10:29:20.449Z,False,False,False
luisnassif.bsky.social,8,16548,189,2023-07-08T19:27:33.837Z,False,False,True
jornalggn.bsky.social,8,2779,14,2024-05-07T00:15:14.186Z,False,False,True
ehmaisde8000.bsky.social,2,84,43,2024-08-31T20:59:54.998Z,False,False,False
osdesenhosdathai.bsky.social,1,3119,404,2024-09-02T16:07:34.397Z,False,False,False
camisaodesenhos.bsky.social,1,1171,1846,2024-08-30T20:14:16.435Z,False,False,False
jeanlins.bsky.social,1,1838,233,2023-06-14T15:56:46.015Z,False,False,False
rafaelmarantes.com.br,1,624,301,2024-04-12T16:37:11.841Z,False,False,False
whatawaste.bsky.social,5,104,31,2024-08-31T14:58:51.202Z,False,False,False
djulis42.bsky.social,1,15,53,2023-08-04T16:28:07.605Z,False,False,False
taejungnj.bsky.social,1,111,102,2025-09-01T01:18:07.998Z,True,False,False
msoares.bsky.social,7,27911,4270,2023-05-04T12:33:04.486Z,False,False,False
mindoim.bsky.social,2,369,360,2023-06-13T03:52:19.384Z,False,False,False
itsjustkyo.bsky.social,1,3498,2866,2024-04-07T21:53:23.888Z,False,False,False
eunbyeolgnj.bsky.social,1,123,128,2025-08-15T18:04:25.899Z,False,False,False
voltamariposa.bsky.social,1,34,99,2024-09-07T01:10:53.225Z,False,False,False
rmtakata.bsky.social,8,1295,146,2023-11-14T21:00:09.132Z,False,False,False
anacarolinars.bsky.social,3,834,269,2023-04-19T23:03:29.720Z,False,False,False
gabmfa.bsky.social,7,50,45,2025-04-14T22:12:34.873Z,False,False,False
sheilinhaneres.bsky.social,2,479,718,2023-04-18T14:22:09.423Z,False,False,False
eliocd.bsky.social,1,2338,3287,2024-04-10T13:25:31.758Z,False,False,False
hiperhistoria.bsky.social,1,13,11,2025-01-23T02:18:54.343Z,False,False,False
orkutoide.bsky.social,1,6,15,2025-05-11T00:39:33.739Z,False,False,False
vanmota.bsky.social,2,1109,979,2024-04-08T19:01:43.015Z,False,False,False
paolaceleste.bsky.social,6,908,376,2023-06-02T14:47:54.208Z,False,False,False
leandrocnf.bsky.social,1,106,412,2023-11-07T23:38:08.622Z,False,False,False
dddu.bsky.social,3,1911,1481,2024-08-30T21:15:41.139Z,False,False,False
tuttifruttihat.bsky.social,1,532,391,2024-04-12T13:35:26.821Z,False,False,False
dimartins.bsky.social,4,994,497,2024-08-30T23:01:14.310Z,False,False,False
audriakarina.bsky.social,1,272,257,2024-09-07T00:45:08.021Z,False,False,False
emboraparawu.bsky.social,6,185,187,2024-09-16T11:33:15.511Z,False,False,False
nkotd.bsky.social,1,11,88,2025-09-04T04:58:00.498Z,True,False,False
padskywalker.bsky.social,4,885,281,2024-08-30T00:05:16.120Z,False,False,False
ceumadruga.bsky.social,3,859,329,2024-08-31T01:11:00.229Z,False,False,False
pensarhistoria.bsky.social,1,27378,392,2023-07-04T16:13:13.717Z,False,False,False
deexinim.bsky.social,2,95,106,2024-09-02T21:29:11.107Z,False,False,False
altermativ.bsky.social,3,1904,295,2023-05-10T17:00:07.048Z,False,False,False
wagrods.bsky.social,1,594,511,2024-08-30T20:11:45.638Z,False,False,False
ademare.bsky.social,1,1902,681,2023-05-04T09:59:12.561Z,False,False,False
creepyvivi99.bsky.social,8,1214,3352,2025-04-03T07:48:50.393Z,False,False,False
brunaguedes7.bsky.social,2,164,131,2023-07-03T13:42:43.551Z,False,False,False
reginaumbrae.bsky.social,1,379,186,2024-08-31T00:24:55.290Z,False,False,False
gills.hunts.monster,1,2290,1061,2023-05-02T01:44:39.250Z,False,False,False
vieira.bsky.social,1,666,497,2023-07-24T18:08:12.611Z,False,False,False
patriciabcaeli.bsky.social,2,558,2504,2023-07-25T16:17:00.818Z,False,False,False
marioamacedo.bsky.social,7,2382,446,2023-05-07T12:10:03.619Z,False,False,False
criski.bsky.social,1,172,111,2023-11-05T17:25:14.657Z,False,False,False
jimmyfolk.bsky.social,1,856,1327,2023-07-05T22:26:55.984Z,False,False,False
boysforstories.bsky.social,1,887,605,2024-08-31T00:14:23.419Z,False,False,False
vemenara.bsky.social,4,246,152,2025-01-24T13:07:01.443Z,False,False,False
baratinhadefogao.bsky.social,1,918,2559,2023-07-11T15:41:52.453Z,False,False,False
elinhas.bsky.social,5,6602,1088,2023-04-13T20:18:26.886Z,False,False,False
offthewall.bsky.social,2,624,431,2023-07-05T04:49:48.187Z,False,False,False
felipejb.bsky.social,3,1041,230,2023-04-16T12:19:07.048Z,False,False,False
cafecinho.bsky.social,7,1112,204,2024-08-31T19:11:22.501Z,False,False,False
ladyarmelia.bsky.social,2,415,191,2024-08-31T04:44:16.403Z,False,False,False
amarixicilina.bsky.social,4,347,516,2024-08-31T13:53:16.000Z,False,False,False
pedradegranito.bsky.social,1,131,124,2024-07-15T20:26:39.574Z,False,False,False
robez.bsky.social,5,914,795,2024-04-10T17:45:15.835Z,False,False,False
betty-wolfy.bsky.social,1,33,63,2025-03-30T04:14:05.694Z,False,False,False
nanquimdourado.bsky.social,6,1030,726,2024-09-02T02:51:38.500Z,False,False,False
lileepad.bsky.social,1,127,198,2024-08-31T16:57:07.602Z,False,False,False
ninja4e20.bsky.social,3,1033,636,2023-05-11T01:32:24.358Z,False,False,False
edisenra.bsky.social,16,780,927,2024-08-29T00:47:28.820Z,False,False,False
estadao.com.br,4,18829,25,2024-09-02T11:51:33.103Z,False,False,False
denisfmendez.bsky.social,2,563,449,2023-10-05T13:00:08.211Z,False,False,False
tobiasbh.bsky.social,1,109,175,2023-07-01T18:52:48.792Z,False,False,False
janesaurus.bsky.social,10,1635,559,2024-04-14T21:38:52.073Z,False,False,False
saulo.arisa.com.br,1,231,125,2023-11-04T13:08:02.124Z,False,False,False
marcosalmeidacouto.bsky.social,3,282,569,2024-09-04T13:19:07.538Z,False,False,False
ariel.kicarasbons.com,2,296,328,2023-07-01T23:01:05.401Z,False,False,False
paulogustavo.net,6,1277,3638,2023-05-03T10:09:34.686Z,False,False,False
leiladurja04.bsky.social,2,4786,3735,2024-04-09T00:49:22.192Z,False,False,False
beiradapraia.bsky.social,2,292,341,2024-09-10T21:41:33.017Z,False,False,False
avwarren.bsky.social,1,451,244,2023-08-04T12:34:05.559Z,False,False,False
blogcarcara.bsky.social,10,59,3,2024-09-02T21:04:08.907Z,False,False,False
faconti.bsky.social,113,578,571,2024-04-10T14:11:45.281Z,False,False,False
novfluminense.bsky.social,2,1081,717,2024-09-15T19:09:54.311Z,False,False,False
leandrodb80.bsky.social,1,431,319,2024-08-30T20:19:43.737Z,False,False,False
rafaelaorgana.bsky.social,12,303,316,2024-09-10T18:58:54.528Z,False,False,False
beatrizdiniz.bsky.social,23,9017,2379,2023-04-20T02:50:47.124Z,False,False,False
jurr124.bsky.social,2,1313,492,2024-08-30T20:21:59.733Z,False,False,False
malelo.bsky.social,3,591,276,2024-04-09T10:55:14.589Z,False,False,False
amelie-p.bsky.social,1,545,483,2024-08-29T16:31:39.821Z,False,False,False
trtl-red.bsky.social,1,1096,1172,2024-04-10T23:15:48.503Z,False,False,False
igotblues.bsky.social,2,227,253,2024-04-11T22:03:47.040Z,False,False,False
renataborg.bsky.social,2,381,221,2023-07-06T17:26:02.305Z,False,False,False
evertonrocha.bsky.social,8,3370,221,2023-05-17T20:10:37.212Z,False,False,False
framboesa.bsky.social,1,167,256,2023-07-15T19:15:18.981Z,False,False,False
nesimachado.bsky.social,2,3737,3115,2024-04-09T06:17:03.828Z,False,False,False
ruimssousa.bsky.social,1,152,221,2024-11-14T12:42:48.585Z,False,False,False
kspace790.bsky.social,2,2385,743,2024-11-24T11:19:16.846Z,False,False,False
estoupersefone.bsky.social,8,212,447,2023-08-21T16:59:08.600Z,False,False,False
williammendes.bsky.social,1,253,294,2023-06-29T23:07:46.539Z,False,False,False
craquevictor.on.computer,2,1212,477,2023-07-01T17:27:57.338Z,False,False,False
arcadiaverso.site,2,518,610,2023-07-03T13:40:42.761Z,False,False,False
dukke666.bsky.social,2,432,687,2024-11-21T19:51:22.872Z,False,False,False
vdeviii.bsky.social,3,704,432,2023-07-24T12:32:20.647Z,False,False,False
botsocialista.ursal.zone.ap.brid.gy,2,79,0,2024-05-08T17:15:53.681Z,False,False,False
juzinlins.bsky.social,1,20,45,2024-09-12T01:49:31.010Z,False,False,False
silvazuao.bsky.social,2,44341,1023,2023-04-20T09:14:48.617Z,False,False,False
degroins.bsky.social,1,33,85,2025-06-08T21:58:35.240Z,False,False,False
grimsborken.bsky.social,3,199,253,2023-12-02T12:43:21.518Z,False,False,False
sundaycooks.com,7,488,709,2023-07-03T12:57:46.641Z,False,False,False
cacaumendonca.bsky.social,1,145,69,2023-12-20T13:48:17.154Z,False,False,False
brasil.gov.br,8,27399,24,2024-08-29T21:38:16.423Z,False,False,True
xenotar.bsky.social,21,504,115,2025-02-12T13:49:50.844Z,False,False,False
aquelavanvan.bsky.social,2,1394,612,2023-04-24T17:09:56.954Z,False,False,False
jornalaverdade.bsky.social,1,48,10,2024-11-19T10:46:11.004Z,False,False,False
comunidade247.bsky.social,1,9766,11800,2024-07-02T11:27:17.179Z,False,False,False
brandwainvielmond.bsky.social,2,840,333,2024-04-07T22:15:39.799Z,False,False,False
claufragata.bsky.social,7,934,734,2023-07-03T20:38:53.220Z,False,False,False
ricarder.bsky.social,1,219,49,2023-06-14T10:39:08.511Z,False,False,False
vieiranembeira.bsky.social,1,414,557,2024-08-31T02:36:10.303Z,False,False,False
inutsui.bsky.social,1,388,378,2024-04-07T21:30:51.963Z,False,False,False
ralmcast.bsky.social,2,346,559,2024-09-01T03:29:19.004Z,False,False,False
beccaalbino.bsky.social,1,19,19,2024-09-11T02:11:53.517Z,False,False,False
threecheersforjude.bsky.social,1,78,58,2025-07-31T00:35:33.599Z,False,False,False
catracalivre.com.br,3,1236,9,2023-07-10T20:23:24.268Z,False,False,False
gabbieconsensa.bsky.social,1,304,251,2024-08-31T21:50:26.304Z,False,False,False
livredejesus.bsky.social,1,142,97,2024-09-02T00:20:20.898Z,False,False,False
agencia-lupa.bsky.social,6,7497,1,2024-09-04T18:27:06.629Z,False,False,False
lisasimpsompobre.bsky.social,3,380,293,2024-11-16T01:16:38.576Z,False,False,False
canaltech.bsky.social,8,1643,1,2024-08-30T20:44:10.044Z,False,False,False
marianazzz.bsky.social,5,2327,289,2023-05-03T12:09:11.123Z,False,False,False
sratoz.com.br,2,1649,949,2023-05-17T18:14:20.585Z,False,False,False
alerson1.bsky.social,7,1149,524,2023-04-27T00:01:45.154Z,False,False,False
tadificilsereu.bsky.social,6,1380,694,2023-07-04T19:35:23.365Z,False,False,False
gabrielapamonha.bsky.social,6,1774,798,2024-04-07T23:09:38.817Z,False,False,False
luklucas.bsky.social,1,228,48,2023-07-03T16:22:21.543Z,False,False,False
srmorningstr.bsky.social,3,387,171,2024-09-01T18:02:15.296Z,False,False,False
toboba.bsky.social,1,1830,1680,2024-04-15T17:44:36.288Z,False,False,False
criistx.bsky.social,2,883,706,2024-08-29T21:22:14.423Z,False,False,False
hoctonion.bsky.social,3,149,239,2025-07-13T10:12:30.934Z,False,False,False
ef99rj.bsky.social,1,133,70,2024-11-07T16:52:28.580Z,False,False,False
kazsdirtyhands.bsky.social,2,2289,590,2024-09-02T17:08:10.797Z,False,False,False
marcuspessoa.bsky.social,2,1656,852,2023-04-20T11:59:11.292Z,False,False,False
dioppai.bsky.social,2,177,175,2023-09-27T21:32:36.154Z,False,False,False
cegaliideberros.bsky.social,2,0,0,,False,False,False
paulovictorbar.bsky.social,1,4956,5210,2023-08-22T16:39:43.975Z,False,False,False
vikkyung.bsky.social,1,344,233,2023-11-10T22:11:43.085Z,False,False,False
handle.invalid,25,0,0,0001-01-01T00:00:00.000Z,False,False,True
ptsignificadode.bsky.social,3,151,1,2024-11-26T11:30:23.845Z,False,False,False
elianeamorim.bsky.social,2,926,520,2024-04-07T13:14:38.649Z,False,False,False
pirandellorj.bsky.social,6,3325,2635,2024-04-21T12:26:23.863Z,False,False,False
carlosgeovane.bsky.social,4,1340,506,2023-04-20T03:24:08.569Z,False,False,False
httpsjennie.bsky.social,4,257,271,2023-11-12T17:02:31.878Z,False,False,False
tokuvivian.bsky.social,1,696,1064,2024-02-09T12:50:33.028Z,False,False,False
edson2maques.bsky.social,2,3710,3811,2023-09-14T23:00:58.717Z,False,False,False
donpatito.bsky.social,2,520,642,2023-04-19T18:12:48.600Z,False,False,False
redes.bsky.social,3,3233,9037,2024-04-13T14:24:34.189Z,False,False,False
idangel.bsky.social,3,2503,3351,2024-04-09T19:09:02.026Z,False,False,False
danielseda.com,2,781,1445,2023-05-23T22:55:09.864Z,False,False,False
regisandradetech.bsky.social,3,25,12,2025-06-20T01:27:47.033Z,False,False,False
